label,ranks,recs_per_rank,bytes_per_rank,rep,t_max_s,nodes,pass
default,64,6000000,48000000,1,0.669894,2,1
default,64,6000000,48000000,2,0.671801,2,1
default,64,6000000,48000000,3,0.671162,2,1
default,64,6000000,48000000,4,0.672322,2,1
default,64,6000000,48000000,5,0.670640,2,1
dyn_linear,64,6000000,48000000,1,1.076555,2,1
dyn_linear,64,6000000,48000000,2,0.912580,2,1
dyn_linear,64,6000000,48000000,3,0.990432,2,1
dyn_linear,64,6000000,48000000,4,1.104628,2,1
dyn_linear,64,6000000,48000000,5,0.998657,2,1
dyn_pairwise,64,6000000,48000000,1,0.669919,2,1
dyn_pairwise,64,6000000,48000000,2,0.671304,2,1
dyn_pairwise,64,6000000,48000000,3,0.671490,2,1
dyn_pairwise,64,6000000,48000000,4,0.670925,2,1
dyn_pairwise,64,6000000,48000000,5,0.670013,2,1
dyn_pairwise,64,6000000,48000000,1,0.669442,2,2
dyn_pairwise,64,6000000,48000000,2,0.672975,2,2
dyn_pairwise,64,6000000,48000000,3,0.669328,2,2
dyn_pairwise,64,6000000,48000000,4,0.670020,2,2
dyn_pairwise,64,6000000,48000000,5,0.670437,2,2
dyn_linear,64,6000000,48000000,1,1.092624,2,2
dyn_linear,64,6000000,48000000,2,1.025869,2,2
dyn_linear,64,6000000,48000000,3,1.052576,2,2
dyn_linear,64,6000000,48000000,4,0.911484,2,2
dyn_linear,64,6000000,48000000,5,1.064388,2,2
default,64,6000000,48000000,1,0.669949,2,2
default,64,6000000,48000000,2,0.672722,2,2
default,64,6000000,48000000,3,0.670802,2,2
default,64,6000000,48000000,4,0.670458,2,2
default,64,6000000,48000000,5,0.670135,2,2
